# id x y z volume density
174 3.4895 9.405 1.0   
175 3.4895 10.395 1.0   
176 3.4895 11.385 1.0   
177 3.4895 12.375 1.0   
178 3.4895 13.365 1.0   
179 3.4895 14.355 1.0   
180 3.4895 15.345 1.0   
181 3.4895 16.335 1.0   
182 3.4895 17.325 1.0   
183 3.4895 18.315 1.0   
184 3.4895 19.305 1.0   
185 3.4895 20.295 1.0   
186 3.4895 21.285 1.0   
187 3.4895 22.275 1.0   
188 3.4895 23.265 1.0   
189 3.4895 24.255 1.0   
190 3.4895 25.245 1.0   
191 3.4895 26.235 1.0   
192 3.4895 27.225 1.0   
193 3.4895 28.215 1.0   
194 3.4895 29.205 1.0   
195 3.4895 30.195 1.0   
196 3.4895 31.185 1.0   
197 3.4895 32.175 1.0   
198 3.4895 33.165 1.0   
199 3.4895 34.155 1.0   
200 3.4895 35.145 1.0   
201 3.4895 36.135 1.0   
202 3.4895 37.125 1.0   
203 3.4895 38.115 1.0   
204 3.4895 39.105 1.0   
205 3.4895 40.095 1.0   
206 3.4895 41.085 1.0   
207 3.4895 42.075 1.0   
208 3.4895 43.065 1.0   
209 3.4895 44.055 1.0   
210 3.4895 45.045 1.0   
211 3.4895 46.035 1.0   
212 3.4895 47.025 1.0   
213 3.4895 48.015 1.0   
214 3.4895 49.005 1.0   
215 3.4895 50.5 1.0   
216 3.4895 51.5 1.0   
217 3.4895 52.5 1.0   
218 3.4895 53.5 1.0   
219 3.4895 54.5 1.0   
220 4.4865 0.495 1.0   
221 4.4865 1.485 1.0   
222 4.4865 2.475 1.0   
223 4.4865 3.465 1.0   
224 4.4865 4.455 1.0   
225 4.4865 5.445 1.0   
226 4.4865 6.435 1.0   
227 4.4865 7.425 1.0   
228 4.4865 8.415 1.0   
229 4.4865 9.405 1.0   
230 4.4865 10.395 1.0   
231 4.4865 11.385 1.0   
232 4.4865 12.375 1.0   
233 4.4865 13.365 1.0   
234 4.4865 14.355 1.0   
235 4.4865 15.345 1.0   
236 4.4865 16.335 1.0   
237 4.4865 17.325 1.0   
238 4.4865 18.315 1.0   
239 4.4865 19.305 1.0   
240 4.4865 20.295 1.0   
241 4.4865 21.285 1.0   
242 4.4865 22.275 1.0   
243 4.4865 23.265 1.0   
244 4.4865 24.255 1.0   
245 4.4865 25.245 1.0   
246 4.4865 26.235 1.0   
247 4.4865 27.225 1.0   
248 4.4865 28.215 1.0   
249 4.4865 29.205 1.0   
250 4.4865 30.195 1.0   
251 4.4865 31.185 1.0   
252 4.4865 32.175 1.0   
253 4.4865 33.165 1.0   
254 4.4865 34.155 1.0   
255 4.4865 35.145 1.0   
256 4.4865 36.135 1.0   
257 4.4865 37.125 1.0   
258 4.4865 38.115 1.0   
259 4.4865 39.105 1.0   
260 4.4865 40.095 1.0   
261 4.4865 41.085 1.0   
262 4.4865 42.075 1.0   
263 4.4865 43.065 1.0   
264 4.4865 44.055 1.0   
265 4.4865 45.045 1.0   
266 4.4865 46.035 1.0   
267 4.4865 47.025 1.0   
268 4.4865 48.015 1.0   
269 4.4865 49.005 1.0   
270 4.4865 50.5 1.0   
271 4.4865 51.5 1.0   
272 4.4865 52.5 1.0   
273 4.4865 53.5 1.0   
274 4.4865 54.5 1.0   
275 5.4835 0.495 1.0   
276 5.4835 1.485 1.0   
277 5.4835 2.475 1.0   
278 5.4835 3.465 1.0   
279 5.4835 4.455 1.0   
280 5.4835 5.445 1.0   
281 5.4835 6.435 1.0   
282 5.4835 7.425 1.0   
283 5.4835 8.415 1.0   
284 5.4835 9.405 1.0   
285 5.4835 10.395 1.0   
286 5.4835 11.385 1.0   
287 5.4835 12.375 1.0   
288 5.4835 13.365 1.0   
289 5.4835 14.355 1.0   
290 5.4835 15.345 1.0   
291 5.4835 16.335 1.0   
292 5.4835 17.325 1.0   
293 5.4835 18.315 1.0   
294 5.4835 19.305 1.0   
295 5.4835 20.295 1.0   
296 5.4835 21.285 1.0   
297 5.4835 22.275 1.0   
298 5.4835 23.265 1.0   
299 5.4835 24.255 1.0   
300 5.4835 25.245 1.0   
301 5.4835 26.235 1.0   
302 5.4835 27.225 1.0   
303 5.4835 28.215 1.0   
304 5.4835 29.205 1.0   
305 5.4835 30.195 1.0   
306 5.4835 31.185 1.0   
307 5.4835 32.175 1.0   
308 5.4835 33.165 1.0   
309 5.4835 34.155 1.0   
310 5.4835 35.145 1.0   
311 5.4835 36.135 1.0   
312 5.4835 37.125 1.0   
313 5.4835 38.115 1.0   
314 5.4835 39.105 1.0   
315 5.4835 40.095 1.0   
316 5.4835 41.085 1.0   
317 5.4835 42.075 1.0   
318 5.4835 43.065 1.0   
319 5.4835 44.055 1.0   
320 5.4835 45.045 1.0   
321 5.4835 46.035 1.0   
322 5.4835 47.025 1.0   
323 5.4835 48.015 1.0   
324 5.4835 49.005 1.0   
325 5.4835 50.5 1.0   
326 5.4835 51.5 1.0   
327 5.4835 52.5 1.0   
328 5.4835 53.5 1.0   
329 5.4835 54.5 1.0   
330 6.4805 0.495 1.0   
331 6.4805 1.485 1.0   
332 6.4805 2.475 1.0   
333 6.4805 3.465 1.0   
334 6.4805 4.455 1.0   
335 6.4805 5.445 1.0   
336 6.4805 6.435 1.0   
337 6.4805 7.425 1.0   
338 6.4805 8.415 1.0   
339 6.4805 9.405 1.0   
340 6.4805 10.395 1.0   
341 6.4805 11.385 1.0   
342 6.4805 12.375 1.0   
343 6.4805 13.365 1.0   
344 6.4805 14.355 1.0   
345 6.4805 15.345 1.0   
346 6.4805 16.335 1.0   
347 6.4805 17.325 1.0   
348 6.4805 18.315 1.0   
349 6.4805 19.305 1.0   
350 6.4805 20.295 1.0   
351 6.4805 21.285 1.0   
352 6.4805 22.275 1.0   
353 6.4805 23.265 1.0   
354 6.4805 24.255 1.0   
355 6.4805 25.245 1.0   
356 6.4805 26.235 1.0   
357 6.4805 27.225 1.0   
358 6.4805 28.215 1.0   
359 6.4805 29.205 1.0   
360 6.4805 30.195 1.0   
361 6.4805 31.185 1.0   
362 6.4805 32.175 1.0   
363 6.4805 33.165 1.0   
364 6.4805 34.155 1.0   
365 6.4805 35.145 1.0   
366 6.4805 36.135 1.0   
367 6.4805 37.125 1.0   
368 6.4805 38.115 1.0   
369 6.4805 39.105 1.0   
370 6.4805 40.095 1.0   
371 6.4805 41.085 1.0   
372 6.4805 42.075 1.0   
373 6.4805 43.065 1.0   
374 6.4805 44.055 1.0   
375 6.4805 45.045 1.0   
376 6.4805 46.035 1.0   
377 6.4805 47.025 1.0   
378 6.4805 48.015 1.0   
379 6.4805 49.005 1.0   
380 6.4805 50.5 1.0   
381 6.4805 51.5 1.0   
382 6.4805 52.5 1.0   
383 6.4805 53.5 1.0   
384 6.4805 54.5 1.0   
385 7.4775 0.495 1.0   
386 7.4775 1.485 1.0   
387 7.4775 2.475 1.0   
388 7.4775 3.465 1.0   
389 7.4775 4.455 1.0   
390 7.4775 5.445 1.0   
391 7.4775 6.435 1.0   
392 7.4775 7.425 1.0   
393 7.4775 8.415 1.0   
394 7.4775 9.405 1.0   
395 7.4775 10.395 1.0   
396 7.4775 11.385 1.0   
397 7.4775 12.375 1.0   
398 7.4775 13.365 1.0   
399 7.4775 14.355 1.0   
400 7.4775 15.345 1.0   
401 7.4775 16.335 1.0   
402 7.4775 17.325 1.0   
403 7.4775 18.315 1.0   
404 7.4775 19.305 1.0   
405 7.4775 20.295 1.0   
406 7.4775 21.285 1.0   
407 7.4775 22.275 1.0   
408 7.4775 23.265 1.0   
409 7.4775 24.255 1.0   
410 7.4775 25.245 1.0   
411 7.4775 26.235 1.0   
412 7.4775 27.225 1.0   
413 7.4775 28.215 1.0   
414 7.4775 29.205 1.0   
415 7.4775 30.195 1.0   
416 7.4775 31.185 1.0   
417 7.4775 32.175 1.0   
418 7.4775 33.165 1.0   
419 7.4775 34.155 1.0   
420 7.4775 35.145 1.0   
421 7.4775 36.135 1.0   
422 7.4775 37.125 1.0   
423 7.4775 38.115 1.0   
424 7.4775 39.105 1.0   
425 7.4775 40.095 1.0   
426 7.4775 41.085 1.0   
427 7.4775 42.075 1.0   
428 7.4775 43.065 1.0   
429 7.4775 44.055 1.0   
430 7.4775 45.045 1.0   
431 7.4775 46.035 1.0   
432 7.4775 47.025 1.0   
433 7.4775 48.015 1.0   
434 7.4775 49.005 1.0   
435 7.4775 50.5 1.0   
436 7.4775 51.5 1.0   
437 7.4775 52.5 1.0   
438 7.4775 53.5 1.0   
439 7.4775 54.5 1.0   
440 8.4745 0.495 1.0   
441 8.4745 1.485 1.0   
442 8.4745 2.475 1.0   
443 8.4745 3.465 1.0   
444 8.4745 4.455 1.0   
445 8.4745 5.445 1.0   
446 8.4745 6.435 1.0   
447 8.4745 7.425 1.0   
448 8.4745 8.415 1.0   
449 8.4745 9.405 1.0   
450 8.4745 10.395 1.0   
451 8.4745 11.385 1.0   
452 8.4745 12.375 1.0   
453 8.4745 13.365 1.0   
454 8.4745 14.355 1.0   
455 8.4745 15.345 1.0   
456 8.4745 16.335 1.0   
457 8.4745 17.325 1.0   
458 8.4745 18.315 1.0   
459 8.4745 19.305 1.0   
460 8.4745 20.295 1.0   
461 8.4745 21.285 1.0   
462 8.4745 22.275 1.0   
463 8.4745 23.265 1.0   
464 8.4745 24.255 1.0   
465 8.4745 25.245 1.0   
466 8.4745 26.235 1.0   
467 8.4745 27.225 1.0   
468 8.4745 28.215 1.0   
469 8.4745 29.205 1.0   
470 8.4745 30.195 1.0   
471 8.4745 31.185 1.0   
472 8.4745 32.175 1.0   
473 8.4745 33.165 1.0   
474 8.4745 34.155 1.0   
475 8.4745 35.145 1.0   
476 8.4745 36.135 1.0   
477 8.4745 37.125 1.0   
478 8.4745 38.115 1.0   
479 8.4745 39.105 1.0   
480 8.4745 40.095 1.0   
481 8.4745 41.085 1.0   
482 8.4745 42.075 1.0   
483 8.4745 43.065 1.0   
484 8.4745 44.055 1.0   
485 8.4745 45.045 1.0   
486 8.4745 46.035 1.0   
487 8.4745 47.025 1.0   
488 8.4745 48.015 1.0   
489 8.4745 49.005 1.0   
490 8.4745 50.5 1.0   
491 8.4745 51.5 1.0   
492 8.4745 52.5 1.0   
493 8.4745 53.5 1.0   
494 8.4745 54.5 1.0   
495 9.4715 0.495 1.0   
496 9.4715 1.485 1.0   
497 9.4715 2.475 1.0   
498 9.4715 3.465 1.0   
499 9.4715 4.455 1.0   
500 9.4715 5.445 1.0   
501 9.4715 6.435 1.0   
502 9.4715 7.425 1.0   
503 9.4715 8.415 1.0   
504 9.4715 9.405 1.0   
505 9.4715 10.395 1.0   
506 9.4715 11.385 1.0   
507 9.4715 12.375 1.0   
508 9.4715 13.365 1.0   
509 9.4715 14.355 1.0   
510 9.4715 15.345 1.0   
511 9.4715 16.335 1.0   
512 9.4715 17.325 1.0   
513 9.4715 18.315 1.0   
514 9.4715 19.305 1.0   
515 9.4715 20.295 1.0   
516 9.4715 21.285 1.0   
517 9.4715 22.275 1.0   
518 9.4715 23.265 1.0   
519 9.4715 24.255 1.0   
520 9.4715 25.245 1.0   
521 9.4715 26.235 1.0   
522 9.4715 27.225 1.0   
523 9.4715 28.215 1.0   
524 9.4715 29.205 1.0   
525 9.4715 30.195 1.0   
526 9.4715 31.185 1.0   
527 9.4715 32.175 1.0   
528 9.4715 33.165 1.0   
529 9.4715 34.155 1.0   
530 9.4715 35.145 1.0   
531 9.4715 36.135 1.0   
532 9.4715 37.125 1.0   
533 9.4715 38.115 1.0   
534 9.4715 39.105 1.0   
535 9.4715 40.095 1.0   
536 9.4715 41.085 1.0   
537 9.4715 42.075 1.0   
538 9.4715 43.065 1.0   
539 9.4715 44.055 1.0   
540 9.4715 45.045 1.0   
541 9.4715 46.035 1.0   
542 9.4715 47.025 1.0   
543 9.4715 48.015 1.0   
544 9.4715 49.005 1.0   
545 9.4715 50.5 1.0   
546 9.4715 51.5 1.0   
547 9.4715 52.5 1.0   
548 9.4715 53.5 1.0   
549 9.4715 54.5 1.0   
550 10.4685 0.495 1.0   
551 10.4685 1.485 1.0   
552 10.4685 2.475 1.0   
553 10.4685 3.465 1.0   
554 10.4685 4.455 1.0   
555 10.4685 5.445 1.0   
556 10.4685 6.435 1.0   
557 10.4685 7.425 1.0   
558 10.4685 8.415 1.0   
559 10.4685 9.405 1.0   
560 10.4685 10.395 1.0   
561 10.4685 11.385 1.0   
562 10.4685 12.375 1.0   
563 10.4685 13.365 1.0   
564 10.4685 14.355 1.0   
565 10.4685 15.345 1.0   
566 10.4685 16.335 1.0   
567 10.4685 17.325 1.0   
568 10.4685 18.315 1.0   
569 10.4685 19.305 1.0   
570 10.4685 20.295 1.0   
571 10.4685 21.285 1.0   
572 10.4685 22.275 1.0   
573 10.4685 23.265 1.0   
574 10.4685 24.255 1.0   
575 10.4685 25.245 1.0   
576 10.4685 26.235 1.0   
577 10.4685 27.225 1.0   
578 10.4685 28.215 1.0   
579 10.4685 29.205 1.0   
580 10.4685 30.195 1.0   
581 10.4685 31.185 1.0   
582 10.4685 32.175 1.0   
583 10.4685 33.165 1.0   
584 10.4685 34.155 1.0   
585 10.4685 35.145 1.0   
586 10.4685 36.135 1.0   
587 10.4685 37.125 1.0   
588 10.4685 38.115 1.0   
589 10.4685 39.105 1.0   
590 10.4685 40.095 1.0   
591 10.4685 41.085 1.0   
592 10.4685 42.075 1.0   
593 10.4685 43.065 1.0   
594 10.4685 44.055 1.0   
595 10.4685 45.045 1.0   
596 10.4685 46.035 1.0   
597 10.4685 47.025 1.0   
598 10.4685 48.015 1.0   
599 10.4685 49.005 1.0   
600 10.4685 50.5 1.0   
601 10.4685 51.5 1.0   
602 10.4685 52.5 1.0   
603 10.4685 53.5 1.0   
604 10.4685 54.5 1.0   
605 11.4655 0.495 1.0   
606 11.4655 1.485 1.0   
607 11.4655 2.475 1.0   
608 11.4655 3.465 1.0   
609 11.4655 4.455 1.0   
610 11.4655 5.445 1.0   
611 11.4655 6.435 1.0   
612 11.4655 7.425 1.0   
613 11.4655 8.415 1.0   
614 11.4655 9.405 1.0   
615 11.4655 10.395 1.0   
616 11.4655 11.385 1.0   
617 11.4655 12.375 1.0   
618 11.4655 13.365 1.0   
619 11.4655 14.355 1.0   
620 11.4655 15.345 1.0   
621 11.4655 16.335 1.0   
622 11.4655 17.325 1.0   
623 11.4655 18.315 1.0   
624 11.4655 19.305 1.0   
625 11.4655 20.295 1.0   
626 11.4655 21.285 1.0   
627 11.4655 22.275 1.0   
628 11.4655 23.265 1.0   
629 11.4655 24.255 1.0   
630 11.4655 25.245 1.0   
631 11.4655 26.235 1.0   
632 11.4655 27.225 1.0   
633 11.4655 28.215 1.0   
634 11.4655 29.205 1.0   
635 11.4655 30.195 1.0   
636 11.4655 31.185 1.0   
637 11.4655 32.175 1.0   
638 11.4655 33.165 1.0   
639 11.4655 34.155 1.0   
640 11.4655 35.145 1.0   
641 11.4655 36.135 1.0   
642 11.4655 37.125 1.0   
643 11.4655 38.115 1.0   
644 11.4655 39.105 1.0   
645 11.4655 40.095 1.0   
646 11.4655 41.085 1.0   
647 11.4655 42.075 1.0   
648 11.4655 43.065 1.0   
649 11.4655 44.055 1.0   
650 11.4655 45.045 1.0   
651 11.4655 46.035 1.0   
652 11.4655 47.025 1.0   
653 11.4655 48.015 1.0   
654 11.4655 49.005 1.0   
655 11.4655 50.5 1.0   
656 11.4655 51.5 1.0   
657 11.4655 52.5 1.0   
658 11.4655 53.5 1.0   
659 11.4655 54.5 1.0   
660 12.4625 0.495 1.0   
661 12.4625 1.485 1.0   
662 12.4625 2.475 1.0   
663 12.4625 3.465 1.0   
664 12.4625 4.455 1.0   
665 12.4625 5.445 1.0   
666 12.4625 6.435 1.0   
667 12.4625 7.425 1.0   
668 12.4625 8.415 1.0   
669 12.4625 9.405 1.0   
670 12.4625 10.395 1.0   
671 12.4625 11.385 1.0   
672 12.4625 12.375 1.0   
673 12.4625 13.365 1.0   
674 12.4625 14.355 1.0   
675 12.4625 15.345 1.0   
676 12.4625 16.335 1.0   
677 12.4625 17.325 1.0   
678 12.4625 18.315 1.0   
679 12.4625 19.305 1.0   
680 12.4625 20.295 1.0   
681 12.4625 21.285 1.0   
682 12.4625 22.275 1.0   
683 12.4625 23.265 1.0   
684 12.4625 24.255 1.0   
685 12.4625 25.245 1.0   
686 12.4625 26.235 1.0   
687 12.4625 27.225 1.0   
688 12.4625 28.215 1.0   
689 12.4625 29.205 1.0   
690 12.4625 30.195 1.0   
691 12.4625 31.185 1.0   
692 12.4625 32.175 1.0   
693 12.4625 33.165 1.0   
694 12.4625 34.155 1.0   
695 12.4625 35.145 1.0   
696 12.4625 36.135 1.0   
697 12.4625 37.125 1.0   
698 12.4625 38.115 1.0   
699 12.4625 39.105 1.0   
700 12.4625 40.095 1.0   
701 12.4625 41.085 1.0   
702 12.4625 42.075 1.0   
703 12.4625 43.065 1.0   
704 12.4625 44.055 1.0   
705 12.4625 45.045 1.0   
706 12.4625 46.035 1.0   
707 12.4625 47.025 1.0   
708 12.4625 48.015 1.0   
709 12.4625 49.005 1.0   
710 12.4625 50.5 1.0   
711 12.4625 51.5 1.0   
712 12.4625 52.5 1.0   
713 12.4625 53.5 1.0   
714 12.4625 54.5 1.0   
715 13.4595 0.495 1.0   
716 13.4595 1.485 1.0   
717 13.4595 2.475 1.0   
718 13.4595 3.465 1.0   
719 13.4595 4.455 1.0   
720 13.4595 5.445 1.0   
721 13.4595 6.435 1.0   
722 13.4595 7.425 1.0   
723 13.4595 8.415 1.0   
724 13.4595 9.405 1.0   
725 13.4595 10.395 1.0   
726 13.4595 11.385 1.0   
727 13.4595 12.375 1.0   
728 13.4595 13.365 1.0   
729 13.4595 14.355 1.0   
730 13.4595 15.345 1.0   
731 13.4595 16.335 1.0   
732 13.4595 17.325 1.0   
733 13.4595 18.315 1.0   
734 13.4595 19.305 1.0   
735 13.4595 20.295 1.0   
736 13.4595 21.285 1.0   
737 13.4595 22.275 1.0   
738 13.4595 23.265 1.0   
739 13.4595 24.255 1.0   
740 13.4595 25.245 1.0   
741 13.4595 26.235 1.0   
742 13.4595 27.225 1.0   
743 13.4595 28.215 1.0   
744 13.4595 29.205 1.0   
745 13.4595 30.195 1.0   
746 13.4595 31.185 1.0   
747 13.4595 32.175 1.0   
748 13.4595 33.165 1.0   
749 13.4595 34.155 1.0   
750 13.4595 35.145 1.0   
751 13.4595 36.135 1.0   
752 13.4595 37.125 1.0   
753 13.4595 38.115 1.0   
754 13.4595 39.105 1.0   
755 13.4595 40.095 1.0   
756 13.4595 41.085 1.0   
757 13.4595 42.075 1.0   
758 13.4595 43.065 1.0   
759 13.4595 44.055 1.0   
760 13.4595 45.045 1.0   
761 13.4595 46.035 1.0   
762 13.4595 47.025 1.0   
763 13.4595 48.015 1.0   
764 13.4595 49.005 1.0   
765 13.4595 50.5 1.0   
766 13.4595 51.5 1.0   
767 13.4595 52.5 1.0   
768 13.4595 53.5 1.0   
769 13.4595 54.5 1.0   
770 14.4565 0.495 1.0   
771 14.4565 1.485 1.0   
772 14.4565 2.475 1.0   
773 14.4565 3.465 1.0   
774 14.4565 4.455 1.0   
775 14.4565 5.445 1.0   
776 14.4565 6.435 1.0   
777 14.4565 7.425 1.0   
778 14.4565 8.415 1.0   
779 14.4565 9.405 1.0   
780 14.4565 10.395 1.0   
781 14.4565 11.385 1.0   
782 14.4565 12.375 1.0   
783 14.4565 13.365 1.0   
784 14.4565 14.355 1.0   
785 14.4565 15.345 1.0   
786 14.4565 16.335 1.0   
787 14.4565 17.325 1.0   
788 14.4565 18.315 1.0   
789 14.4565 19.305 1.0   
790 14.4565 20.295 1.0   
791 14.4565 21.285 1.0   
792 14.4565 22.275 1.0   
793 14.4565 23.265 1.0   
794 14.4565 24.255 1.0   
795 14.4565 25.245 1.0   
796 14.4565 26.235 1.0   
797 14.4565 27.225 1.0   
798 14.4565 28.215 1.0   
799 14.4565 29.205 1.0   
800 14.4565 30.195 1.0   
801 14.4565 31.185 1.0   
802 14.4565 32.175 1.0   
803 14.4565 33.165 1.0   
804 14.4565 34.155 1.0   
805 14.4565 35.145 1.0   
806 14.4565 36.135 1.0   
807 14.4565 37.125 1.0   
808 14.4565 38.115 1.0   
809 14.4565 39.105 1.0   
810 14.4565 40.095 1.0   
811 14.4565 41.085 1.0   
812 14.4565 42.075 1.0   
813 14.4565 43.065 1.0   
814 14.4565 44.055 1.0   
815 14.4565 45.045 1.0   
816 14.4565 46.035 1.0   
817 14.4565 47.025 1.0   
818 14.4565 48.015 1.0   
819 14.4565 49.005 1.0   
820 14.4565 50.5 1.0   
821 14.4565 51.5 1.0   
822 14.4565 52.5 1.0   
823 14.4565 53.5 1.0   
824 14.4565 54.5 1.0   
825 15.4535 0.495 1.0   
826 15.4535 1.485 1.0   
827 15.4535 2.475 1.0   
828 15.4535 3.465 1.0   
829 15.4535 4.455 1.0   
830 15.4535 5.445 1.0   
831 15.4535 6.435 1.0   
832 15.4535 7.425 1.0   
833 15.4535 8.415 1.0   
834 15.4535 9.405 1.0   
835 15.4535 10.395 1.0   
836 15.4535 11.385 1.0   
837 15.4535 12.375 1.0   
838 15.4535 13.365 1.0   
839 15.4535 14.355 1.0   
840 15.4535 15.345 1.0   
841 15.4535 16.335 1.0   
842 15.4535 17.325 1.0   
843 15.4535 18.315 1.0   
844 15.4535 19.305 1.0   
845 15.4535 20.295 1.0   
846 15.4535 21.285 1.0   
847 15.4535 22.275 1.0   
848 15.4535 23.265 1.0   
849 15.4535 24.255 1.0   
850 15.4535 25.245 1.0   
851 15.4535 26.235 1.0   
852 15.4535 27.225 1.0   
853 15.4535 28.215 1.0   
854 15.4535 29.205 1.0   
855 15.4535 30.195 1.0   
856 15.4535 31.185 1.0   
857 15.4535 32.175 1.0   
858 15.4535 33.165 1.0   
859 15.4535 34.155 1.0   
860 15.4535 35.145 1.0   
861 15.4535 36.135 1.0   
862 15.4535 37.125 1.0   
863 15.4535 38.115 1.0   
864 15.4535 39.105 1.0   
865 15.4535 40.095 1.0   
866 15.4535 41.085 1.0   
867 15.4535 42.075 1.0   
868 15.4535 43.065 1.0   
869 15.4535 44.055 1.0   
870 15.4535 45.045 1.0   
871 15.4535 46.035 1.0   
872 15.4535 47.025 1.0   
